Key,File,Type,UsedInMainMenu,NoTranslate,english
perkSalvageOperationsRank29Desc,progression,Perk,,,Dismantler IX
perkSalvageOperationsRank29LongDesc,progression,Perk,,,"Dismantler IX. Block damage +57%, entity damage +29%. Harvest yield +57%. Crafting time reduced by 29.4%. Stamina use: primary -14.6%, secondary -29.0%. Weapons degrade 29% slower per use (if durability is enabled). Find chance: salvage tools +6.6%. Wasteland Treasures books +6.6% until complete. Perception synergy: headshot damage +63%, dismember chance +31%."
perkSalvageOperationsRank30Desc,progression,Perk,,,Dismantler X
perkSalvageOperationsRank30LongDesc,progression,Perk,,,"Dismantler X. Block damage +59%, entity damage +30%. Harvest yield +59%. Crafting time reduced by 30.2%. Stamina use: primary -15.1%, secondary -30.0%. Weapons degrade 30% slower per use (if durability is enabled). Find chance: salvage tools +6.8%. Wasteland Treasures books +6.8% until complete. Perception synergy: headshot damage +67%, dismember chance +33%."
perkSalvageOperationsRank31Desc,progression,Perk,,,Recycler I
perkSalvageOperationsRank31LongDesc,progression,Perk,,,"Recycler I. Block damage +61%, entity damage +31%. Harvest yield +61%. Crafting time reduced by 31.1%. Stamina use: primary -15.6%, secondary -31.0%. Weapons degrade 31% slower per use (if durability is enabled). Find chance: salvage tools +6.9%. Wasteland Treasures books +6.9% until complete. Perception synergy: headshot damage +69%, dismember chance +34%."
perkSalvageOperationsRank32Desc,progression,Perk,,,Recycler II
perkSalvageOperationsRank32LongDesc,progression,Perk,,,"Recycler II. Block damage +63%, entity damage +32%. Harvest yield +63%. Crafting time reduced by 32.0%. Stamina use: primary -16.1%, secondary -32.0%. Weapons degrade 32% slower per use (if durability is enabled). Find chance: salvage tools +7.1%. Wasteland Treasures books +7.1% until complete. Perception synergy: headshot damage +71%, dismember chance +35%."
perkSalvageOperationsRank33Desc,progression,Perk,,,Recycler III
perkSalvageOperationsRank33LongDesc,progression,Perk,,,"Recycler III. Block damage +65%, entity damage +33%. Harvest yield +65%. Crafting time reduced by 32.9%. Stamina use: primary -16.6%, secondary -33.0%. Weapons degrade 33% slower per use (if durability is enabled). Find chance: salvage tools +7.3%. Wasteland Treasures books +7.3% until complete. Perception synergy: headshot damage +73%, dismember chance +36%."
perkSalvageOperationsRank34Desc,progression,Perk,,,Recycler IV
perkSalvageOperationsRank34LongDesc,progression,Perk,,,"Recycler IV. Block damage +67%, entity damage +34%. Harvest yield +67%. Crafting time reduced by 33.7%. Stamina use: primary -17.1%, secondary -34.0%. Weapons degrade 34% slower per use (if durability is enabled). Find chance: salvage tools +7.4%. Wasteland Treasures books +7.4% until complete. Perception synergy: headshot damage +75%, dismember chance +37%."
perkSalvageOperationsRank35Desc,progression,Perk,,,Recycler V
perkSalvageOperationsRank35LongDesc,progression,Perk,,,"Recycler V. Block damage +69%, entity damage +35%. Harvest yield +69%. Crafting time reduced by 34.6%. Stamina use: primary -17.6%, secondary -35.0%. Weapons degrade 35% slower per use (if durability is enabled). Find chance: salvage tools +7.6%. Wasteland Treasures books +7.6% until complete. Perception synergy: headshot damage +78%, dismember chance +38%."
perkSalvageOperationsRank36Desc,progression,Perk,,,Recycler VI
perkSalvageOperationsRank36LongDesc,progression,Perk,,,"Recycler VI. Block damage +71%, entity damage +36%. Harvest yield +71%. Crafting time reduced by 35.5%. Stamina use: primary -18.1%, secondary -36.0%. Weapons degrade 36% slower per use (if durability is enabled). Find chance: salvage tools +7.8%. Wasteland Treasures books +7.8% until complete. Perception synergy: headshot damage +80%, dismember chance +39%."
perkSalvageOperationsRank37Desc,progression,Perk,,,Recycler VII
perkSalvageOperationsRank37LongDesc,progression,Perk,,,"Recycler VII. Block damage +73%, entity damage +37%. Harvest yield +73%. Crafting time reduced by 36.3%. Stamina use: primary -18.6%, secondary -37.0%. Weapons degrade 37% slower per use (if durability is enabled). Find chance: salvage tools +7.9%. Wasteland Treasures books +7.9% until complete. Perception synergy: headshot damage +82%, dismember chance +40%."
perkSalvageOperationsRank38Desc,progression,Perk,,,Recycler VIII
perkSalvageOperationsRank38LongDesc,progression,Perk,,,"Recycler VIII. Block damage +75%, entity damage +38%. Harvest yield +75%. Crafting time reduced by 37.2%. Stamina use: primary -19.1%, secondary -38.0%. Weapons degrade 38% slower per use (if durability is enabled). Find chance: salvage tools +8.1%. Wasteland Treasures books +8.1% until complete. Perception synergy: headshot damage +84%, dismember chance +41%."
perkSalvageOperationsRank39Desc,progression,Perk,,,Recycler IX
perkSalvageOperationsRank39LongDesc,progression,Perk,,,"Recycler IX. Block damage +77%, entity damage +39%. Harvest yield +77%. Crafting time reduced by 38.1%. Stamina use: primary -19.5%, secondary -39.0%. Weapons degrade 39% slower per use (if durability is enabled). Find chance: salvage tools +8.3%. Wasteland Treasures books +8.3% until complete. Perception synergy: headshot damage +86%, dismember chance +42%."
perkSalvageOperationsRank40Desc,progression,Perk,,,Recycler X
perkSalvageOperationsRank40LongDesc,progression,Perk,,,"Recycler X. Block damage +79%, entity damage +40%. Harvest yield +79%. Crafting time reduced by 38.9%. Stamina use: primary -20.0%, secondary -40.0%. Weapons degrade 40% slower per use (if durability is enabled). Find chance: salvage tools +8.4%. Wasteland Treasures books +8.4% until complete. Perception synergy: headshot damage +88%, dismember chance +43%."
perkSalvageOperationsRank41Desc,progression,Perk,,,Salvage Operative I
perkSalvageOperationsRank41LongDesc,progression,Perk,,,"Salvage Operative I. Block damage +81%, entity damage +41%. Harvest yield +81%. Crafting time reduced by 39.8%. Stamina use: primary -20.5%, secondary -41.0%. Weapons degrade 41% slower per use (if durability is enabled). Find chance: salvage tools +8.6%. Wasteland Treasures books +8.6% until complete. Perception synergy: headshot damage +90%, dismember chance +44%."
perkSalvageOperationsRank42Desc,progression,Perk,,,Salvage Operative II
perkSalvageOperationsRank42LongDesc,progression,Perk,,,"Salvage Operative II. Block damage +83%, entity damage +42%. Harvest yield +83%. Crafting time reduced by 40.7%. Stamina use: primary -21.0%, secondary -42.0%. Weapons degrade 42% slower per use (if durability is enabled). Find chance: salvage tools +8.8%. Wasteland Treasures books +8.8% until complete. Perception synergy: headshot damage +92%, dismember chance +44%."
perkSalvageOperationsRank43Desc,progression,Perk,,,Salvage Operative III
perkSalvageOperationsRank43LongDesc,progression,Perk,,,"Salvage Operative III. Block damage +85%, entity damage +43%. Harvest yield +85%. Crafting time reduced by 41.5%. Stamina use: primary -21.5%, secondary -43.0%. Weapons degrade 43% slower per use (if durability is enabled). Find chance: salvage tools +9.0%. Wasteland Treasures books +9.0% until complete. Perception synergy: headshot damage +94%, dismember chance +45%."
perkSalvageOperationsRank44Desc,progression,Perk,,,Salvage Operative IV
perkSalvageOperationsRank44LongDesc,progression,Perk,,,"Salvage Operative IV. Block damage +87%, entity damage +44%. Harvest yield +87%. Crafting time reduced by 42.4%. Stamina use: primary -22.0%, secondary -44.0%. Weapons degrade 44% slower per use (if durability is enabled). Find chance: salvage tools +9.1%. Wasteland Treasures books +9.1% until complete. Perception synergy: headshot damage +96%, dismember chance +45%."
perkSalvageOperationsRank45Desc,progression,Perk,,,Salvage Operative V
perkSalvageOperationsRank45LongDesc,progression,Perk,,,"Salvage Operative V. Block damage +89%, entity damage +45%. Harvest yield +89%. Crafting time reduced by 43.3%. Stamina use: primary -22.5%, secondary -45.0%. Weapons degrade 45% slower per use (if durability is enabled). Find chance: salvage tools +9.3%. Wasteland Treasures books +9.3% until complete. Perception synergy: headshot damage +98%, dismember chance +45%."
perkSalvageOperationsRank46Desc,progression,Perk,,,Salvage Operative VI
perkSalvageOperationsRank46LongDesc,progression,Perk,,,"Salvage Operative VI. Block damage +91%, entity damage +46%. Harvest yield +91%. Crafting time reduced by 44.1%. Stamina use: primary -23.0%, secondary -46.0%. Weapons degrade 46% slower per use (if durability is enabled). Find chance: salvage tools +9.5%. Wasteland Treasures books +9.5% until complete. Perception synergy: headshot damage +100%, dismember chance +45%."
perkSalvageOperationsRank47Desc,progression,Perk,,,Salvage Operative VII
perkSalvageOperationsRank47LongDesc,progression,Perk,,,"Salvage Operative VII. Block damage +93%, entity damage +47%. Harvest yield +93%. Crafting time reduced by 45.0%. Stamina use: primary -23.5%, secondary -47.0%. Weapons degrade 47% slower per use (if durability is enabled). Find chance: salvage tools +9.6%. Wasteland Treasures books +9.6% until complete. Perception synergy: headshot damage +100%, dismember chance +45%."
perkSalvageOperationsRank48Desc,progression,Perk,,,Salvage Operative VIII
perkSalvageOperationsRank48LongDesc,progression,Perk,,,"Salvage Operative VIII. Block damage +95%, entity damage +48%. Harvest yield +95%. Crafting time reduced by 45.9%. Stamina use: primary -24.0%, secondary -48.0%. Weapons degrade 48% slower per use (if durability is enabled). Find chance: salvage tools +9.8%. Wasteland Treasures books +9.8% until complete. Perception synergy: headshot damage +100%, dismember chance +45%."
perkSalvageOperationsRank49Desc,progression,Perk,,,Salvage Operative IX
perkSalvageOperationsRank49LongDesc,progression,Perk,,,"Salvage Operative IX. Block damage +97%, entity damage +49%. Harvest yield +97%. Crafting time reduced by 46.8%. Stamina use: primary -24.4%, secondary -49.0%. Weapons degrade 49.5% slower per use (if durability is enabled). Find chance: salvage tools +10.0%. Wasteland Treasures books +10.0% until complete. Perception synergy: headshot damage +100%, dismember chance +45%."
perkSalvageOperationsRank50Desc,progression,Perk,,,Salvage Operative X
perkSalvageOperationsRank50LongDesc,progression,Perk,,,"Salvage Operative X. Block damage +100%, entity damage +50%. Harvest yield +100%. Crafting time reduced by 50.0%. Stamina use: primary -25.0%, secondary -50.0%. Weapons degrade 50% slower per use (if durability is enabled). Find chance: salvage tools +10.0%. Wasteland Treasures books +10.0% until complete. Perception synergy: headshot damage +100%, dismember chance +45%."
perkSkullCrusherRank1Desc,progression,Perk,,,Wrecker I
perkSkullCrusherRank1LongDesc,progression,Perk,,,"Wrecker I. Sledgehammers: block damage +1%, entity damage +1%. Stamina use: primary -1.0%, secondary -1.0%. Weapons degrade 1% slower per hit (if durability is enabled). Flurry of Strength: +5.0% attack speed. Find chance: sledges +2.0%. Sledge Saga books +2.0% until complete. On kill: regain +0.3 Stamina after 1.0s."
perkSkullCrusherRank2Desc,progression,Perk,,,Wrecker II
perkSkullCrusherRank2LongDesc,progression,Perk,,,"Wrecker II. Sledgehammers: block damage +3%, entity damage +2%. Stamina use: primary -1.5%, secondary -2.0%. Weapons degrade 2% slower per hit (if durability is enabled). Flurry of Strength: +5.4% attack speed. Find chance: sledges +2.2%. Sledge Saga books +2.2% until complete. Strength synergy: headshot +10%, dismember +5%. On kill: regain +0.6 Stamina after 1.0s."
perkSkullCrusherRank3Desc,progression,Perk,,,Wrecker III
perkSkullCrusherRank3LongDesc,progression,Perk,,,"Wrecker III. Sledgehammers: block damage +5%, entity damage +3%. Stamina use: primary -2.0%, secondary -3.0%. Weapons degrade 3% slower per hit (if durability is enabled). Flurry of Strength: +5.8% attack speed. Find chance: sledges +2.3%. Sledge Saga books +2.3% until complete. Strength synergy: headshot +12%, dismember +6%. On kill: regain +0.9 Stamina after 1.0s."
perkSkullCrusherRank4Desc,progression,Perk,,,Wrecker IV
perkSkullCrusherRank4LongDesc,progression,Perk,,,"Wrecker IV. Sledgehammers: block damage +7%, entity damage +4%. Stamina use: primary -2.5%, secondary -4.0%. Weapons degrade 4% slower per hit (if durability is enabled). Flurry of Strength: +6.2% attack speed. Find chance: sledges +2.5%. Sledge Saga books +2.5% until complete. Strength synergy: headshot +14%, dismember +7%. On kill: regain +1.2 Stamina after 1.0s."
perkSkullCrusherRank5Desc,progression,Perk,,,Wrecker V
perkSkullCrusherRank5LongDesc,progression,Perk,,,"Wrecker V. Sledgehammers: block damage +9%, entity damage +5%. Stamina use: primary -3.0%, secondary -5.0%. Weapons degrade 5% slower per hit (if durability is enabled). Flurry of Strength: +6.6% attack speed. Find chance: sledges +2.6%. Sledge Saga books +2.6% until complete. Strength synergy: headshot +16%, dismember +8%. On kill: regain +1.5 Stamina after 1.0s."
perkSkullCrusherRank6Desc,progression,Perk,,,Wrecker VI
perkSkullCrusherRank6LongDesc,progression,Perk,,,"Wrecker VI. Sledgehammers: block damage +11%, entity damage +6%. Stamina use: primary -3.4%, secondary -6.0%. Weapons degrade 6% slower per hit (if durability is enabled). Flurry of Strength: +7.0% attack speed. Find chance: sledges +2.8%. Sledge Saga books +2.8% until complete. Strength synergy: headshot +18%, dismember +8%. On kill: regain +1.8 Stamina after 1.0s."
perkSkullCrusherRank7Desc,progression,Perk,,,Wrecker VII
perkSkullCrusherRank7LongDesc,progression,Perk,,,"Wrecker VII. Sledgehammers: block damage +13%, entity damage +7%. Stamina use: primary -3.9%, secondary -7.0%. Weapons degrade 7% slower per hit (if durability is enabled). Flurry of Strength: +7.4% attack speed. Find chance: sledges +2.9%. Sledge Saga books +2.9% until complete. Strength synergy: headshot +19%, dismember +9%. On kill: regain +2.1 Stamina after 1.0s."
perkSkullCrusherRank8Desc,progression,Perk,,,Wrecker VIII
perkSkullCrusherRank8LongDesc,progression,Perk,,,"Wrecker VIII. Sledgehammers: block damage +15%, entity damage +8%. Stamina use: primary -4.4%, secondary -8.0%. Weapons degrade 8% slower per hit (if durability is enabled). Flurry of Strength: +7.9% attack speed. Find chance: sledges +3.1%. Sledge Saga books +3.1% until complete. Strength synergy: headshot +21%, dismember +10%. On kill: regain +2.4 Stamina after 1.0s."
perkSkullCrusherRank9Desc,progression,Perk,,,Wrecker IX
perkSkullCrusherRank9LongDesc,progression,Perk,,,"Wrecker IX. Sledgehammers: block damage +17%, entity damage +9%. Stamina use: primary -4.9%, secondary -9.0%. Weapons degrade 9% slower per hit (if durability is enabled). Flurry of Strength: +8.3% attack speed. Find chance: sledges +3.3%. Sledge Saga books +3.3% until complete. Strength synergy: headshot +23%, dismember +11%. On kill: regain +2.7 Stamina after 1.0s."
perkSkullCrusherRank10Desc,progression,Perk,,,Wrecker X
perkSkullCrusherRank10LongDesc,progression,Perk,,,"Wrecker X. Sledgehammers: block damage +19%, entity damage +10%. Stamina use: primary -5.4%, secondary -10.0%. Weapons degrade 10% slower per hit (if durability is enabled). Flurry of Strength: +8.7% attack speed. Find chance: sledges +3.4%. Sledge Saga books +3.4% until complete. Strength synergy: headshot +25%, dismember +12%. Knockdown: KD I 15% on power attack. On kill: regain +3.0 Stamina after 1.0s."
perkSkullCrusherRank11Desc,progression,Perk,,,Smasher I
perkSkullCrusherRank11LongDesc,progression,Perk,,,"Smasher I. Sledgehammers: block damage +21%, entity damage +11%. Stamina use: primary -5.9%, secondary -11.0%. Weapons degrade 11% slower per hit (if durability is enabled). Flurry of Strength: +9.1% attack speed. Find chance: sledges +3.6%. Sledge Saga books +3.6% until complete. Strength synergy: headshot +27%, dismember +13%. Knockdown: KD I 15% (power). On kill: regain +3.3 Stamina after 1.0s."
perkSkullCrusherRank12Desc,progression,Perk,,,Smasher II
perkSkullCrusherRank12LongDesc,progression,Perk,,,"Smasher II. Sledgehammers: block damage +23%, entity damage +12%. Stamina use: primary -6.3%, secondary -12.0%. Weapons degrade 12% slower per hit (if durability is enabled). Flurry of Strength: +9.5% attack speed. Find chance: sledges +3.8%. Sledge Saga books +3.8% until complete. Strength synergy: headshot +29%, dismember +14%. Knockdown: KD I 15% (power). On kill: regain +3.6 Stamina after 1.0s."
perkSkullCrusherRank13Desc,progression,Perk,,,Smasher III
perkSkullCrusherRank13LongDesc,progression,Perk,,,"Smasher III. Sledgehammers: block damage +25%, entity damage +13%. Stamina use: primary -6.8%, secondary -13.0%. Weapons degrade 13% slower per hit (if durability is enabled). Flurry of Strength: +9.9% attack speed. Find chance: sledges +3.9%. Sledge Saga books +3.9% until complete. Strength synergy: headshot +31%, dismember +15%. Knockdown: KD I 15% (power). On kill: regain +3.9 Stamina after 1.0s."
perkSkullCrusherRank14Desc,progression,Perk,,,Smasher IV
perkSkullCrusherRank14LongDesc,progression,Perk,,,"Smasher IV. Sledgehammers: block damage +27%, entity damage +14%. Stamina use: primary -7.3%, secondary -14.0%. Weapons degrade 14% slower per hit (if durability is enabled). Flurry of Strength: +10.3% attack speed. Find chance: sledges +4.1%. Sledge Saga books +4.1% until complete. Strength synergy: headshot +33%, dismember +16%. Knockdown: KD I 15% (power). On kill: regain +4.2 Stamina after 1.0s."
perkSkullCrusherRank15Desc,progression,Perk,,,Smasher V
perkSkullCrusherRank15LongDesc,progression,Perk,,,"Smasher V. Sledgehammers: block damage +29%, entity damage +15%. Stamina use: primary -7.8%, secondary -15.0%. Weapons degrade 15% slower per hit (if durability is enabled). Flurry of Strength: +10.7% attack speed. Find chance: sledges +4.2%. Sledge Saga books +4.2% until complete. Strength synergy: headshot +35%, dismember +17%. Knockdown: KD I 15% (power). On kill: regain +4.5 Stamina after 1.0s."
perkSkullCrusherRank16Desc,progression,Perk,,,Smasher VI
perkSkullCrusherRank16LongDesc,progression,Perk,,,"Smasher VI. Sledgehammers: block damage +31%, entity damage +16%. Stamina use: primary -8.3%, secondary -16.0%. Weapons degrade 16% slower per hit (if durability is enabled). Flurry of Strength: +11.1% attack speed. Find chance: sledges +4.4%. Sledge Saga books +4.4% until complete. Strength synergy: headshot +37%, dismember +18%. Knockdown: KD I 15% (power). On kill: regain +4.8 Stamina after 1.0s."
perkSkullCrusherRank17Desc,progression,Perk,,,Smasher VII
perkSkullCrusherRank17LongDesc,progression,Perk,,,"Smasher VII. Sledgehammers: block damage +33%, entity damage +17%. Stamina use: primary -8.8%, secondary -17.0%. Weapons degrade 17% slower per hit (if durability is enabled). Flurry of Strength: +11.5% attack speed. Find chance: sledges +4.6%. Sledge Saga books +4.6% until complete. Strength synergy: headshot +39%, dismember +19%. Knockdown: KD I 15% (power). On kill: regain +5.1 Stamina after 1.0s."
perkSkullCrusherRank18Desc,progression,Perk,,,Smasher VIII
perkSkullCrusherRank18LongDesc,progression,Perk,,,"Smasher VIII. Sledgehammers: block damage +35%, entity damage +18%. Stamina use: primary -9.3%, secondary -18.0%. Weapons degrade 18% slower per hit (if durability is enabled). Flurry of Strength: +11.9% attack speed. Find chance: sledges +4.7%. Sledge Saga books +4.7% until complete. Strength synergy: headshot +41%, dismember +20%. Knockdown: KD I 15% (power). On kill: regain +5.4 Stamina after 1.0s."
perkSkullCrusherRank19Desc,progression,Perk,,,Smasher IX
perkSkullCrusherRank19LongDesc,progression,Perk,,,"Smasher IX. Sledgehammers: block damage +37%, entity damage +19%. Stamina use: primary -9.8%, secondary -19.0%. Weapons degrade 19% slower per hit (if durability is enabled). Flurry of Strength: +12.3% attack speed. Find chance: sledges +4.9%. Sledge Saga books +4.9% until complete. Strength synergy: headshot +43%, dismember +21%. Knockdown: KD I 15% (power). On kill: regain +5.7 Stamina after 1.0s."
perkSkullCrusherRank20Desc,progression,Perk,,,Smasher X
perkSkullCrusherRank20LongDesc,progression,Perk,,,"Smasher X. Sledgehammers: block damage +39%, entity damage +20%. Stamina use: primary -10.2%, secondary -20.0%. Weapons degrade 20% slower per hit (if durability is enabled). Flurry of Strength: +12.7% attack speed. Find chance: sledges +5.1%. Sledge Saga books +5.1% until complete. Strength synergy: headshot +45%, dismember +22%. Knockdown: KD I 30% (power). On kill: regain +6.0 Stamina after 1.0s."
perkSkullCrusherRank21Desc,progression,Perk,,,Pulverizer I
perkSkullCrusherRank21LongDesc,progression,Perk,,,"Pulverizer I. Sledgehammers: block damage +41%, entity damage +21%. Stamina use: primary -10.7%, secondary -21.0%. Weapons degrade 21% slower per hit (if durability is enabled). Flurry of Strength: +13.1% attack speed. Find chance: sledges +5.2%. Sledge Saga books +5.2% until complete. Strength synergy: headshot +47%, dismember +23%. Knockdown: KD I 30% (power). On kill: regain +6.3 Stamina after 1.0s."
perkSkullCrusherRank22Desc,progression,Perk,,,Pulverizer II
perkSkullCrusherRank22LongDesc,progression,Perk,,,"Pulverizer II. Sledgehammers: block damage +43%, entity damage +22%. Stamina use: primary -11.2%, secondary -22.0%. Weapons degrade 22% slower per hit (if durability is enabled). Flurry of Strength: +13.5% attack speed. Find chance: sledges +5.4%. Sledge Saga books +5.4% until complete. Strength synergy: headshot +49%, dismember +24%. Knockdown: KD I 30% (power). On kill: regain +6.6 Stamina after 1.0s."
perkSkullCrusherRank23Desc,progression,Perk,,,Pulverizer III
perkSkullCrusherRank23LongDesc,progression,Perk,,,"Pulverizer III. Sledgehammers: block damage +45%, entity damage +23%. Stamina use: primary -11.7%, secondary -23.0%. Weapons degrade 23% slower per hit (if durability is enabled). Flurry of Strength: +13.9% attack speed. Find chance: sledges +5.6%. Sledge Saga books +5.6% until complete. Strength synergy: headshot +51%, dismember +25%. Knockdown: KD I 30% (power). On kill: regain +6.9 Stamina after 1.0s."
perkSkullCrusherRank24Desc,progression,Perk,,,Pulverizer IV
perkSkullCrusherRank24LongDesc,progression,Perk,,,"Pulverizer IV. Sledgehammers: block damage +47%, entity damage +24%. Stamina use: primary -12.2%, secondary -24.0%. Weapons degrade 24% slower per hit (if durability is enabled). Flurry of Strength: +14.3% attack speed. Find chance: sledges +5.7%. Sledge Saga books +5.7% until complete. Strength synergy: headshot +53%, dismember +26%. Knockdown: KD I 30% (power). On kill: regain +7.2 Stamina after 1.0s."
perkSkullCrusherRank25Desc,progression,Perk,,,Pulverizer V
perkSkullCrusherRank25LongDesc,progression,Perk,,,"Pulverizer V. Sledgehammers: block damage +49%, entity damage +25%. Stamina use: primary -12.7%, secondary -25.0%. Weapons degrade 25% slower per hit (if durability is enabled). Flurry of Strength: +14.7% attack speed. Find chance: sledges +5.9%. Sledge Saga books +5.9% until complete. Strength synergy: headshot +55%, dismember +27%. Knockdown: KD I 30% (power). On kill: regain +7.5 Stamina after 1.0s."
perkSkullCrusherRank26Desc,progression,Perk,,,Pulverizer VI
perkSkullCrusherRank26LongDesc,progression,Perk,,,"Pulverizer VI. Sledgehammers: block damage +51%, entity damage +26%. Stamina use: primary -13.2%, secondary -26.0%. Weapons degrade 26% slower per hit (if durability is enabled). Flurry of Strength: +15.1% attack speed. Find chance: sledges +6.1%. Sledge Saga books +6.1% until complete. Strength synergy: headshot +57%, dismember +28%. Knockdown: KD II 45% (power). AOE KD I 20% (1.3m). On kill: regain +7.8 Stamina after 1.0s."
perkSkullCrusherRank27Desc,progression,Perk,,,Pulverizer VII
perkSkullCrusherRank27LongDesc,progression,Perk,,,"Pulverizer VII. Sledgehammers: block damage +53%, entity damage +27%. Stamina use: primary -13.7%, secondary -27.0%. Weapons degrade 27% slower per hit (if durability is enabled). Flurry of Strength: +15.5% attack speed. Find chance: sledges +6.2%. Sledge Saga books +6.2% until complete. Strength synergy: headshot +59%, dismember +29%. Knockdown: KD II 45% (power). AOE KD I 20% (1.3m). On kill: regain +8.1 Stamina after 1.0s."
perkSkullCrusherRank28Desc,progression,Perk,,,Pulverizer VIII
perkSkullCrusherRank28LongDesc,progression,Perk,,,"Pulverizer VIII. Sledgehammers: block damage +55%, entity damage +28%. Stamina use: primary -14.2%, secondary -28.0%. Weapons degrade 28% slower per hit (if durability is enabled). Flurry of Strength: +15.9% attack speed. Find chance: sledges +6.4%. Sledge Saga books +6.4% until complete. Strength synergy: headshot +61%, dismember +30%. Knockdown: KD II 45% (power). AOE KD I 20% (1.3m). On kill: regain +8.4 Stamina after 1.0s."
perkSkullCrusherRank29Desc,progression,Perk,,,Pulverizer IX
perkSkullCrusherRank29LongDesc,progression,Perk,,,"Pulverizer IX. Sledgehammers: block damage +57%, entity damage +29%. Stamina use: primary -14.6%, secondary -29.0%. Weapons degrade 29% slower per hit (if durability is enabled). Flurry of Strength: +16.3% attack speed. Find chance: sledges +6.6%. Sledge Saga books +6.6% until complete. Strength synergy: headshot +63%, dismember +31%. Knockdown: KD II 45% (power). AOE KD I 20% (1.3m). On kill: regain +8.7 Stamina after 1.0s."
perkSkullCrusherRank30Desc,progression,Perk,,,Pulverizer X
perkSkullCrusherRank30LongDesc,progression,Perk,,,"Pulverizer X. Sledgehammers: block damage +59%, entity damage +30%. Stamina use: primary -15.1%, secondary -30.0%. Weapons degrade 30% slower per hit (if durability is enabled). Flurry of Strength: +16.7% attack speed. Find chance: sledges +6.8%. Sledge Saga books +6.8% until complete. Strength synergy: headshot +67%, dismember +33%. Knockdown: KD II 45% (power). AOE KD I 20% (1.3m). On kill: regain +19.0 Stamina after 1.0s."
perkSkullCrusherRank31Desc,progression,Perk,,,Juggernaut I
perkSkullCrusherRank31LongDesc,progression,Perk,,,"Juggernaut I. Sledgehammers: block damage +61%, entity damage +31%. Stamina use: primary -15.6%, secondary -31.0%. Weapons degrade 31% slower per hit (if durability is enabled). Flurry of Strength: +17.1% attack speed. Find chance: sledges +6.9%. Sledge Saga books +6.9% until complete. Strength synergy: headshot +69%, dismember +34%. Knockdown: KD II 45% (power). AOE KD I 20% (1.3m). On kill: regain +9.3 Stamina after 1.0s."
perkSkullCrusherRank32Desc,progression,Perk,,,Juggernaut II
perkSkullCrusherRank32LongDesc,progression,Perk,,,"Juggernaut II. Sledgehammers: block damage +63%, entity damage +32%. Stamina use: primary -16.1%, secondary -32.0%. Weapons degrade 32% slower per hit (if durability is enabled). Flurry of Strength: +17.5% attack speed. Find chance: sledges +7.1%. Sledge Saga books +7.1% until complete. Strength synergy: headshot +71%, dismember +35%. Knockdown: KD II 45% (power). AOE KD I 20% (1.3m). On kill: regain +9.6 Stamina after 1.0s."
perkSkullCrusherRank33Desc,progression,Perk,,,Juggernaut III
perkSkullCrusherRank33LongDesc,progression,Perk,,,"Juggernaut III. Sledgehammers: block damage +65%, entity damage +33%. Stamina use: primary -16.6%, secondary -33.0%. Weapons degrade 33% slower per hit (if durability is enabled). Flurry of Strength: +17.9% attack speed. Find chance: sledges +7.3%. Sledge Saga books +7.3% until complete. Strength synergy: headshot +73%, dismember +36%. Knockdown: KD II 45% (power). AOE KD I 20% (1.3m). On kill: regain +9.9 Stamina after 1.0s."
perkSkullCrusherRank34Desc,progression,Perk,,,Juggernaut IV
perkSkullCrusherRank34LongDesc,progression,Perk,,,"Juggernaut IV. Sledgehammers: block damage +67%, entity damage +34%. Stamina use: primary -17.1%, secondary -34.0%. Weapons degrade 34% slower per hit (if durability is enabled). Flurry of Strength: +18.3% attack speed. Find chance: sledges +7.4%. Sledge Saga books +7.4% until complete. Strength synergy: headshot +75%, dismember +37%. Knockdown: KD II 45% (power). AOE KD I 20% (1.3m). On kill: regain +10.2 Stamina after 1.0s."
perkSkullCrusherRank35Desc,progression,Perk,,,Juggernaut V
perkSkullCrusherRank35LongDesc,progression,Perk,,,"Juggernaut V. Sledgehammers: block damage +69%, entity damage +35%. Stamina use: primary -17.6%, secondary -35.0%. Weapons degrade 35% slower per hit (if durability is enabled). Flurry of Strength: +18.7% attack speed. Find chance: sledges +7.6%. Sledge Saga books +7.6% until complete. Strength synergy: headshot +78%, dismember +38%. Knockdown: KD II 45% (power). AOE KD I 20% (1.3m). On kill: regain +10.5 Stamina after 1.0s."
perkSkullCrusherRank36Desc,progression,Perk,,,Juggernaut VI
perkSkullCrusherRank36LongDesc,progression,Perk,,,"Juggernaut VI. Sledgehammers: block damage +71%, entity damage +36%. Stamina use: primary -18.1%, secondary -36.0%. Weapons degrade 36% slower per hit (if durability is enabled). Flurry of Strength: +19.1% attack speed. Find chance: sledges +7.8%. Sledge Saga books +7.8% until complete. Strength synergy: headshot +80%, dismember +39%. Knockdown: KD II 60% (power). AOE KD I 35% (1.3m). On kill: regain +10.8 Stamina after 1.0s."
perkSkullCrusherRank37Desc,progression,Perk,,,Juggernaut VII
